smiles,L,Bmin,Bmax,bur_shell,bur_vol,max_distance,tot_V,disp,max_axis,A2,min_axis
CC(=O)C1CCCCC1,6.01233265,2.456264061842205,5.22702403015663,0.0,35.727470023972465,7.050622839300091,103.67043816056649,3.152729764902171,6.918121534224603,0.6179391459491068,0.5066927195175115
CC(=O)CCc1ccccc1,6.38758856,1.995137195176822,6.730953214632814,0.0,34.095904325420555,7.183970171423015,130.12712310698123,2.9440637775208756,6.689392026890321,0.7068812967910622,0.6149805673867361
CCCCCC(C)=O,3.9405170800000002,2.0662474812748512,7.231154747186118,0.0,28.398094247442877,8.5657041609493,107.16584237996483,3.298112704176978,8.463226577037805,0.45177272494110465,0.39131677956649163
CC(=O)C#Cc1ccccc1,7.50361403,1.9407815275127405,8.010735190005319,0.0,28.932774179982303,9.787225958762669,75.53598916825159,2.9138972080997085,9.729526234839202,0.4453887789196624,0.18413636654220586
CC(=O)/C=C/c1ccc(Cl)cc1,7.94766809,2.119687217075103,8.42765716351394,0.0,31.993948154089523,10.064989431254027,94.64469299481193,2.9794613104457572,9.947809559400756,0.4496370749593358,0.2138216936632389
CC(=O)/C=C/c1ccc(C)cc1,7.92767513,2.1212429390684573,8.430023298435108,0.0,31.99929538287794,10.32492146640609,107.11811437122208,2.815243480117688,10.19656562093994,0.43901530087654034,0.23015557896830421
CC(=O)/C=C/c2ccc1OCOc1c2,7.87702844,2.144694828175407,8.99413121332266,0.0,31.996607941538514,10.537755698413763,110.72745490440465,3.0980870699088507,10.355882702780288,0.4206512098242931,0.23701280344652315
CC(=O)/C=C/c1ccco1,5.96745326,1.7903403100000002,8.024414296109603,0.0,29.295543412873474,9.012437953113743,64.59925416970985,2.8831819533489855,8.85137884498672,0.4799730599913984,0.194078690952025
CC(=O)/C=C/c1ccccc1,5.80529264,1.9932486455571303,8.34485684653538,0.0,29.31218507902049,9.525127042854836,79.88321131859564,8.19310414182372,9.486638863597666,0.47867724833851244,0.19546797993748002
CC(=O)/C(C)=C/c1ccccc1,5.88052053,2.13815644059527,8.385775514984608,0.0,33.24024310683235,9.533159513334608,134.3575029750716,3.4801391133694977,9.467245514597394,0.4674389791736534,0.33873968513983316
CC(C)(C)C=O,4.71913233,1.7668612432154476,4.5110501100022224,0.0,40.38425653865542,4.3884076509810255,67.57497501112309,3.9393406991238034,4.328975765487094,0.9678771270770611,0.8606175605046954
O=CCOCc1ccccc1,8.43627693,1.7,6.350855547840642,0.0,23.22233633309544,8.44036709822877,140.56283395274303,2.4467400234527665,8.403210165080658,0.518766281047449,0.4566285781879218
